Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.7,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,4.14,117163
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,linux,2.18,24775
MSI,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.8,16,"256GB SSD +  2TB HDD",Hybrid,256,2048,Nvidia,window,1.8,122491
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.2,74539
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,6,"1TB HDD",HDD,1024,0,Intel,window,2.4,30050
Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,window,2,69211
Acer,Notebook,14.0,1366,768,0,Intel,"Pentium Quad",1.6,4,"128GB Flash Storage","Flash Storage",128,0,Intel,window,1.6,18595
Lenovo,Notebook,15.6,3840,2160,0,Intel,"Xeon E3-1535M",3.1,32,"1TB SSD",SSD,1024,0,Nvidia,window,2.5,261019
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.6,16,"1TB HDD",HDD,1024,0,Nvidia,window,2.59,46834
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,linux,2.18,23651
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,linux,2.25,19128
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.6,4,"500GB HDD",HDD,500,0,Intel,linux,1.93,46300
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,3,62231
HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.84,74006
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.94,120832
Acer,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Quad",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.25,20193
HP,Notebook,14.0,1366,768,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,2.31,59887
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.65,78055
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"1TB HDD",HDD,1024,0,AMD,window,2.2,41345
Fujitsu,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.2,42571
HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,1.88,49657
Mediacom,Notebook,14.0,1920,1080,0,Intel,"Atom x5-Z8350",1.4,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.4,12734
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"128GB SSD",SSD,128,0,Intel,N/A,2.2,24935
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,6,"1TB HDD",HDD,1024,0,Intel,window,1.5,34046
Asus,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,11.1,101232
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.62,78801
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"256GB SSD",SSD,256,0,Intel,window,1.8,44169
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,30849
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,8,"1TB HDD",HDD,1024,0,Intel,window,2,21259
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,1.99,48305
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.23,99580
Lenovo,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.42,13267
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.37,93635
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7",2.8,16,"1TB SSD",SSD,1024,0,Nvidia,window,2.06,127819
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,59088
HP,Notebook,17.0,1600,900,0,AMD,"A9-Series 9420",3.0,8,"1TB HDD",HDD,1024,0,AMD,window,2.6,27754
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.14,130536
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.5,62284
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,2.4,23976
Lenovo,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.43,14599
Acer,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.8,48964
Razer,Gaming,14.0,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD",SSD,256,0,Nvidia,window,1.95,138475
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.2,64629
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.36,84396
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.7,32,"512GB SSD",SSD,512,0,Nvidia,window,3.8,149131
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.4,37776
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.2,77251
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,63499
HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,N/A,1.86,19442
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"500GB HDD",HDD,500,0,Intel,window,2.0,56690
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,AMD,window,6.2,48964
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,16,"256GB SSD +  2TB HDD",Hybrid,256,2048,AMD,window,2.2,60473
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.6,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,3.31,63723
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.8,32,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.42,167692
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.4,8,"256GB SSD",SSD,256,0,Intel,window,1.56,65481
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"500GB HDD",HDD,500,0,Intel,window,2.2,22324
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,2.2,28505
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,6,"1TB HDD",HDD,1024,0,AMD,window,2.04,28718
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.7,79215
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3",2.1,4,"128GB SSD",SSD,128,0,Intel,window,2.1,26533
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,AMD,window,2.1,39694
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.0,67026
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,linux,2.1,21951
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Intel,window,1.252,99519
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,1.90,43580
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.3,55092
Lenovo,Notebook,35.6,1366,768,0,AMD,"E-Series E2-9000",2.2,4,"128GB SSD",SSD,128,0,AMD,window,2.2,18595
HP,"2 in 1 Convertible",14.0,1920,1080,1,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Nvidia,window,1.63,37243
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.4,68944
Asus,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.1,60473
HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.1,8,"64GB Flash Storage","Flash Storage",64,0,Intel,other,1.4,26374
LG,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"512GB SSD",SSD,512,0,Intel,window,1.09,122491
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,16,"256GB SSD",SSD,256,0,Nvidia,window,2.5,69211
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.2,53168
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"128GB SSD",SSD,128,0,Intel,window,1.86,22324
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,3.21,109277
HP,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.0,4,"256GB SSD",SSD,256,0,AMD,window,2.5,37243
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.8,8,"512GB SSD",SSD,512,0,Intel,window,1.19,79867
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.9,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.49,149917
HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,AMD,window,1.86,32640
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.2,29073
HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9600P",2.4,6,"2TB HDD",HDD,2048,0,AMD,window,2.65,30316
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"500GB HDD",HDD,500,0,Intel,window,2.1,16943
Acer,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.45,19980
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,1.7,37243
HP,Workstation,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"500GB HDD",HDD,500,0,Nvidia,window,3.14,101658
Lenovo,"2 in 1 Convertible",14.0,2560,1440,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.42,137995
Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.5,51841
Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.4,14332
Lenovo,"2 in 1 Convertible",14.0,1920,1080,1,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.38,93187
Asus,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core M",0.9,4,"64GB Flash Storage","Flash Storage",64,0,Intel,other,1.2,35644
Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Intel,window,1.36,100007
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.56,43636
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",2.9,4,"256GB SSD",SSD,256,0,AMD,window,2.2,21259
Lenovo,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",3.6,8,"1TB HDD",HDD,1024,0,AMD,window,2.2,22857
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"1TB HDD +  1TB HDD",HDD,1024,1024,Intel,window,2.1,33111
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,N/A,1.90,23976
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.18,42358
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",1.6,1,"256GB SSD",SSD,256,0,Intel,window,1.6,53227
Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Nvidia,window,2.18,98834
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.8,63456
HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9620P",2.5,6,"2TB HDD",HDD,2048,0,AMD,window,2.71,34899
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,66547
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.8,8,"256GB SSD",SSD,256,0,Nvidia,linux,1.64,58022
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,linux,1.98,38681
Asus,Notebook,14.0,1920,1080,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.5,15877
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.6,16,"512GB SSD",SSD,512,0,Intel,window,1.93,76012
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,1.87,45665
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.9,62817
Lenovo,Notebook,15.6,1366,768,0,AMD,"A6-Series 7310",2.0,4,"500GB HDD",HDD,500,0,AMD,window,2.19,15877
Mediacom,Notebook,14.0,1920,1200,0,Intel,"Atom Z8350",1.9,4,"32GB HDD",HDD,32,0,Intel,window,1.4,14119
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,2.63,63936
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.5,64,"512GB SSD",SSD,512,0,Intel,window,1.17,89864
HP,"2 in 1 Convertible",13.3,1366,768,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.58,44574
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.32,79867
Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.8,32,"1TB SSD +  1TB HDD",Hybrid,1024,1024,Nvidia,window,4.36,194973
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.7,71847
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Intel,N/A,1.9,26102
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i3",2.4,4,"1TB HDD",HDD,1024,0,Intel,window,1.71,34579
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,AMD,linux,2.32,31410
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,"1TB HDD",HDD,1024,0,AMD,window,2.1,26054
Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.6,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,4.2,103097
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,12,"1TB HDD",HDD,1024,0,Intel,window,2.25,34579
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.0,6,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.1,34632
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"500GB HDD",HDD,500,0,Intel,window,2.4,29784
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.44,51149
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,4,"1TB HDD",HDD,1024,0,Intel,window,1.85,41505
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD",SSD,256,0,Nvidia,window,2.6,128884
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",1.6,8,"1TB HDD",HDD,1024,0,Intel,window,1.55,35112
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,1.8,111594
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,2.4,21887
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.0,64309
Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,8,"256GB SSD",SSD,256,0,Intel,window,2,35431
Toshiba,Notebook,14.0,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.25,81785
Lenovo,"2 in 1 Convertible",14.0,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.7,53227
Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7",2.8,16,"1TB SSD",SSD,1024,0,Nvidia,window,2.5,175771
Acer,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,2,"32GB Flash Storage","Flash Storage",32,0,Intel,other,1.68,17582
Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,Intel,window,0.81,87859
Dell,Notebook,14.0,1366,768,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.6,60031
HP,Workstation,17.3,1920,1080,0,Intel,"Xeon E3-1535M",2.9,16,"256GB SSD",SSD,256,0,Nvidia,window,3,233846
Lenovo,Netbook,11.6,1366,768,1,Intel,"Celeron Dual",1.6,4,"128GB SSD",SSD,128,0,Intel,window,1.4,25308
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.4,8,"256GB SSD",SSD,256,0,Intel,window,1.84,101232
Asus,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,4,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.45,30849
Asus,Notebook,15.6,1366,768,0,Intel,"Core i7",2.7,4,"256GB SSD",SSD,256,0,Intel,window,2.37,45283
Lenovo,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i5",1.8,8,"256GB SSD",SSD,256,0,Intel,window,1.3,63883
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,58555
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.6,8,"256GB SSD",SSD,256,0,Nvidia,window,2.59,83170
Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,152860
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,4,"256GB SSD",SSD,256,0,Intel,window,2.1,31915
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,55837
Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD",SSD,256,0,Intel,window,1.18,99048
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5",1.2,8,"256GB SSD",SSD,256,0,Intel,other,1.1,83064
Asus,Ultrabook,13.3,3200,1800,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.2,60153
Dell,Notebook,13.3,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,1.65,45235
Acer,Notebook,13.3,1366,768,0,Intel,"Core i5",2.3,4,"128GB SSD",SSD,128,0,Intel,window,1.6,34898
Asus,Notebook,17.3,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.8,25060
Dell,Gaming,15.6,3840,2160,1,Intel,"Core i7",2.6,16,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.72,58555
Samsung,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.31,85195
Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Intel,linux,2.1,15877
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,16,?,NULL,NULL,0,AMD,window,2.3,62938
Samsung,"2 in 1 Convertible",15.0,1920,1080,1,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,AMD,window,1.71,95851
Toshiba,Notebook,14.0,1366,768,0,Intel,"Core i5",2.3,4,"128GB SSD",SSD,128,0,Intel,window,1.75,54346
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.62,58555
Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.7,12,"2TB HDD",HDD,2048,0,Nvidia,window,2.3,44702
Lenovo,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Nvidia,window,2.5,126274
Acer,Notebook,14.0,1920,1080,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,1.8,33886
Razer,Gaming,14.0,1920,1080,0,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,window,1.95,154459
Asus,Notebook,15.6,1920,1080,0,Intel,"Pentium Dual",1.1,8,"128GB SSD",SSD,128,0,Intel,window,2,31004
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,32,"1TB SSD +  1TB HDD",Hybrid,1024,1024,Nvidia,window,4.42,191211
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.6,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.3,125208
Toshiba,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.6,16,"512GB SSD",SSD,512,0,Nvidia,window,1.47,93986
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Quad",1.6,8,"1TB HDD",HDD,1024,0,Intel,N/A,2.2,17529
Lenovo,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.7,122491
MSI,Gaming,14.0,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,1.6,100752
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.2,58022
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.4,53227
Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.2,122491
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.62,52481
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.24,71342
Vero,Notebook,14.0,1920,1080,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.22,10811
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.37,104962
Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,AMD,window,2.08,51096
Apple,Ultrabook,12.0,2304,1440,0,Intel,"Core M",1.2,8,"512GB Flash Storage","Flash Storage",512,0,Intel,macos,0.920,62071
Lenovo,"2 in 1 Convertible",14.0,2560,1440,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.42,124142
Asus,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.63,15931
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"128GB SSD",SSD,128,0,Intel,window,1.95,43157
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.38,71875
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,8,"256GB SSD",SSD,256,0,AMD,window,2,39374
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,3.14,110018
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.37,58555
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.29,79867
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.06,93187
Dell,Netbook,11.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"128GB SSD",SSD,128,0,Intel,window,1.63,39640
HP,Netbook,12.5,1366,768,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.26,74006
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i5",2.3,4,"500GB HDD",HDD,500,0,Intel,window,2.1,41558
